snapshot_date,snapshot_at_utc,source,format_slug,format_name,source_url,core_rank,core_size,core_label,pokemon_names,usage_pct,team_count
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Garchomp / Kingambit,Garchomp:Kingambit,19.4,1336
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Basculegion / Garchomp,Basculegion:Garchomp,19.2,1322
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Sneasler,Basculegion:Sneasler,16.8,1156
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,12.8,880
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,12.5,862
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,11.9,817
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,9.7,666
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Basculegion / Kingambit / Sneasler,Basculegion:Kingambit:Sneasler,9.1,627
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,8.7,601
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,4.7,323
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,4.5,310
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Aerodactyl / Charizard-Mega-Y / Garchomp / Kingambit,Aerodactyl:Charizard-Mega-Y:Garchomp:Kingambit,4.1,282
2026-05-27,2026-05-27T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Charizard-Mega-Y / Garchomp / Sylveon,Basculegion:Charizard-Mega-Y:Garchomp:Sylveon,3.9,271
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,22.2,1524
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,19.9,1371
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Garchomp / Kingambit,Garchomp:Kingambit,19.4,1336
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Basculegion / Garchomp,Basculegion:Garchomp,19.2,1322
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Sneasler,Basculegion:Sneasler,16.8,1156
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,12.8,880
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,12.5,862
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,11.9,817
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,9.7,666
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Basculegion / Kingambit / Sneasler,Basculegion:Kingambit:Sneasler,9.1,627
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,8.7,601
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,4.7,323
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,4.5,310
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Aerodactyl / Charizard-Mega-Y / Garchomp / Kingambit,Aerodactyl:Charizard-Mega-Y:Garchomp:Kingambit,4.1,282
2026-05-28,2026-05-28T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Charizard-Mega-Y / Garchomp / Sylveon,Basculegion:Charizard-Mega-Y:Garchomp:Sylveon,3.9,271
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,22.0,1152
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,21.5,1124
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Garchomp / Kingambit,Garchomp:Kingambit,20.3,1063
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Basculegion / Garchomp,Basculegion:Garchomp,20.1,1052
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Charizard-Mega-Y,Basculegion:Charizard-Mega-Y,15.7,823
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,14.2,740
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,13.3,694
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,13.2,690
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,10.8,564
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Archaludon / Basculegion / Pelipper,Archaludon:Basculegion:Pelipper,8.7,456
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,9.9,516
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,5.9,306
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,5.6,294
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Basculegion / Charizard-Mega-Y / Garchomp / Sylveon,Basculegion:Charizard-Mega-Y:Garchomp:Sylveon,4.7,247
2026-05-29,2026-05-29T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, Teams and Builds in Pokemon Champions",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Charizard-Mega-Y / Kingambit / Whimsicott,Basculegion:Charizard-Mega-Y:Kingambit:Whimsicott,4.6,240
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,21.9,1467
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,20.6,1378
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Basculegion / Garchomp,Basculegion:Garchomp,19.7,1320
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Garchomp / Kingambit,Garchomp:Kingambit,19.5,1307
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Sneasler,Basculegion:Sneasler,16.0,1073
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,13.5,903
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,12.8,859
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,12.4,828
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,10.2,681
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Archaludon / Basculegion / Pelipper,Archaludon:Basculegion:Pelipper,8.9,593
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,9.3,620
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,5.6,376
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,5.2,347
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Charizard-Mega-Y / Garchomp / Glimmora / Whimsicott,Charizard-Mega-Y:Garchomp:Glimmora:Whimsicott,4.7,314
2026-05-30,2026-05-30T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Charizard-Mega-Y / Garchomp / Sylveon,Basculegion:Charizard-Mega-Y:Garchomp:Sylveon,4.4,295
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,22.7,1641
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,22.1,1597
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Garchomp / Kingambit,Garchomp:Kingambit,20.9,1511
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Basculegion / Garchomp,Basculegion:Garchomp,20.7,1497
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Charizard-Mega-Y,Basculegion:Charizard-Mega-Y,16.6,1199
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,14.7,1060
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,13.6,985
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,13.6,981
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,11.5,828
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Charizard-Mega-Y / Garchomp / Whimsicott,Charizard-Mega-Y:Garchomp:Whimsicott,9.7,697
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,10.3,743
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,7.1,511
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,6.7,481
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Basculegion / Charizard-Mega-Y / Kingambit / Whimsicott,Basculegion:Charizard-Mega-Y:Kingambit:Whimsicott,6.0,433
2026-05-31,2026-05-31T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Garchomp / Kingambit / Whimsicott,Basculegion:Garchomp:Kingambit:Whimsicott,5.6,403
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,21.9,1311
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,21.8,1308
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Basculegion / Garchomp,Basculegion:Garchomp,20.6,1235
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,2,Garchomp / Kingambit,Garchomp:Kingambit,20.2,1208
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,2,Basculegion / Charizard-Mega-Y,Basculegion:Charizard-Mega-Y,16.4,981
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,3,Basculegion / Charizard-Mega-Y / Garchomp,Basculegion:Charizard-Mega-Y:Garchomp,14.7,882
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,3,Basculegion / Garchomp / Kingambit,Basculegion:Garchomp:Kingambit,13.2,791
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,3,Charizard-Mega-Y / Garchomp / Kingambit,Charizard-Mega-Y:Garchomp:Kingambit,13.1,787
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,3,Basculegion / Charizard-Mega-Y / Kingambit,Basculegion:Charizard-Mega-Y:Kingambit,10.9,655
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,3,Charizard-Mega-Y / Garchomp / Whimsicott,Charizard-Mega-Y:Garchomp:Whimsicott,9.1,545
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,4,Basculegion / Charizard-Mega-Y / Garchomp / Kingambit,Basculegion:Charizard-Mega-Y:Garchomp:Kingambit,10.0,597
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,4,Basculegion / Charizard-Mega-Y / Garchomp / Whimsicott,Basculegion:Charizard-Mega-Y:Garchomp:Whimsicott,6.7,403
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,4,Charizard-Mega-Y / Garchomp / Kingambit / Whimsicott,Charizard-Mega-Y:Garchomp:Kingambit:Whimsicott,6.0,362
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,4,4,Charizard-Mega-Y / Garchomp / Glimmora / Whimsicott,Charizard-Mega-Y:Garchomp:Glimmora:Whimsicott,5.7,341
2026-06-01,2026-06-01T12:00:02Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,5,4,Basculegion / Charizard-Mega-Y / Glimmora / Whimsicott,Basculegion:Charizard-Mega-Y:Glimmora:Whimsicott,5.3,317
2026-06-02,2026-06-02T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,1,2,Basculegion / Kingambit,Basculegion:Kingambit,22.8,1635
2026-06-02,2026-06-02T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,2,2,Charizard-Mega-Y / Garchomp,Charizard-Mega-Y:Garchomp,22.4,1610
2026-06-02,2026-06-02T12:00:03Z,pikalytics,gen9championsvgc2026regma,"Best Pokemon, teams, and builds in Pokemon Champions VGC 2026",https://pikalytics.com/pokedex/gen9championsvgc2026regma,3,2,Garchomp / Kingambit,Garchomp:Kingambit,21.3,1530
